scenario_id,arrival_rate_mean,res_Pharmacist_amount,res_Pharmacist_cost,res_Technician_amount,res_Technician_cost,res_Pharmacy_Information_System_amount,res_Pharmacy_Information_System_cost,el_sid-532DCBA6-2EA6-435D-AA1E-8B5115299C25_duration,el_sid-582150C6-EBEA-4A55-8E1D-7F0CA0B8CA54_duration,el_sid-2A37B8CB-663C-4265-839A-282F772E84CD_duration,el_sid-E0879ACC-9536-498C-BA79-DA8902BE9B34_duration,el_sid-4AE2ED27-9C67-481A-9168-772F2443AC40_duration,el_sid-C12EBC64-C7FC-447C-B752-63144C613AE3_duration,el_sid-5C5825C2-B65C-45BE-A3ED-994F57BB36F6_duration,el_sid-6476CFCF-4619-47E1-AAB6-E759EBBCFA19_duration,el_sid-4C7E683B-8A7A-4FC5-9BFE-7E06CB00DD9A_duration,el_sid-B3B7EE72-DC71-4E7F-8294-7D1D0931D128_duration,el_sid-A8BB4918-B634-4771-B746-709A2319BB3A_duration,el_sid-8B110648-DDB2-4073-B0E5-58F8A11C3BC1_duration,el_sid-780ADF48-2A4E-474C-949B-400E8E093FAB_duration,kpi_total_cost,kpi_cycle_time,kpi_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
3905.0,8323.76,12.0,85.86,4.0,69.04,1.0,21.83,40.61,22.43,11.23,100.66,740.67,289.99,462.73,12.09,67.74,10.39,34.79,5885.17,149.16,119826.72777309576,33885.626021270764,30682.39380557016,12.0,True,True,True,True
3906.0,15638.28,5.0,69.07,6.0,12.82,2.0,16.59,102.97,33.0,11.17,256.91,161.75,534.94,527.88,49.53,15.53,12.14,57.42,5712.16,72.55,20231.976972721215,22542.806251843627,18022.75117685702,5.0,True,True,True,True
3907.0,9442.97,10.0,58.9,8.0,12.72,2.0,5.13,46.97,31.85,9.53,184.23,228.89,471.46,196.16,40.46,16.82,23.72,126.47,8994.63,106.95,40742.75476971203,25598.209224764636,19339.088107278974,5.0,True,True,True,True
3908.0,5049.5,5.0,38.36,7.0,64.3,1.0,19.04,120.87,34.71,10.43,290.0,637.32,239.82,595.32,62.49,51.77,21.04,114.94,4192.76,71.18,149441.4602648147,25744.27564135415,23085.30784956838,9.0,True,True,True,True
3909.0,14655.16,10.0,90.71,5.0,32.18,2.0,8.12,147.17,22.82,23.18,121.06,727.9,280.62,723.76,60.01,56.9,9.8,116.15,4473.98,52.06,36550.906862210264,22036.69526244928,18362.521098678684,5.0,True,True,True,True
3910.0,10405.82,4.0,74.46,8.0,59.88,1.0,22.66,115.87,27.43,13.76,104.18,134.57,131.99,653.54,17.89,19.76,9.29,24.09,8893.46,61.18,120145.65705277114,25692.358594355366,19206.50915672375,5.0,True,True,True,True
3911.0,7876.34,12.0,63.53,4.0,57.27,1.0,12.91,110.5,18.61,9.86,145.43,571.99,157.52,431.17,43.88,28.23,14.66,85.42,4113.52,36.03,83688.96697322927,26301.223769442204,24085.84345285811,11.0,True,True,True,True
3912.0,12090.71,2.0,22.53,2.0,19.79,2.0,12.42,84.16,19.23,23.0,208.23,170.46,566.25,583.51,44.44,54.18,21.63,110.21,6236.87,70.73,32841.058323852565,70788.30363475646,67502.10192263656,75.0,False,False,True,False
3913.0,18662.73,8.0,102.95,3.0,42.45,1.0,16.91,102.81,17.69,8.16,53.61,281.15,427.2,483.74,74.51,38.23,24.35,75.64,4630.41,44.28,31506.137727847225,22512.91827384617,19254.26632932794,6.0,True,True,True,True
3914.0,16521.08,5.0,63.48,4.0,34.87,2.0,9.72,41.71,22.81,7.49,122.94,404.72,327.21,616.52,43.98,17.98,10.56,44.36,4135.66,111.33,26203.0658707038,21246.71123636664,18129.048692236156,6.0,True,True,True,True
3917.0,14640.18,6.0,88.2,2.0,24.48,1.0,24.27,149.28,31.86,17.6,271.25,721.19,591.95,209.36,63.62,15.21,15.56,143.38,3748.95,119.16,28687.04944875407,25120.435684257,23184.773850185466,24.0,True,True,True,True
3919.0,9980.38,7.0,18.73,7.0,39.57,1.0,10.3,82.16,20.21,24.57,245.05,665.26,435.19,367.45,33.08,74.69,11.65,119.4,5742.63,57.84,57075.15548891537,22758.30389898536,18567.326059577677,5.0,True,True,True,True
3920.0,6609.47,11.0,74.55,4.0,20.76,2.0,5.03,113.66,27.62,8.43,142.63,481.09,363.61,458.95,14.87,26.72,22.04,149.52,4056.12,76.97,53866.7152665436,30806.436838547463,28900.31131672583,13.0,True,True,True,True
3921.0,11894.56,7.0,97.0,4.0,20.21,2.0,22.46,110.14,24.65,6.75,60.32,325.62,357.98,591.39,59.21,25.43,23.06,27.42,5095.82,139.66,29695.65393307045,23791.58993620626,20363.919017338383,6.0,True,True,True,True
3922.0,16413.57,8.0,53.28,4.0,46.14,2.0,19.0,121.86,11.07,12.97,294.26,513.4,508.18,533.08,57.82,37.31,17.14,100.77,3085.59,100.98,29619.12887496432,20632.743107931103,18017.031270377785,7.0,True,True,True,True
3923.0,18404.76,11.0,22.37,3.0,65.94,1.0,18.12,47.22,33.03,24.45,223.01,276.43,285.67,520.9,53.28,74.79,12.21,33.04,3126.11,149.01,32136.205287801786,20543.994477016822,18128.36888965095,8.0,True,True,True,True
3924.0,5913.61,8.0,37.86,3.0,70.37,2.0,22.56,137.78,9.31,19.82,171.09,454.6,551.34,654.86,68.88,63.66,20.71,93.29,5589.52,89.0,137078.12190015608,429846.95298035984,427746.86477952736,66.0,True,True,True,True
3925.0,18013.12,8.0,87.52,4.0,23.37,1.0,24.74,136.09,12.03,6.59,288.69,407.36,208.52,129.92,56.2,54.83,4.05,124.45,1941.7,70.34,18968.99613237216,18511.728197212014,16790.880505557376,5.0,True,True,True,True
3926.0,17300.01,10.0,54.47,6.0,40.84,2.0,8.97,84.02,31.46,9.74,59.45,399.22,126.99,552.43,17.93,13.15,7.57,138.81,6509.23,110.99,39667.44523659055,22712.31936575728,17750.351255358277,7.0,True,True,True,True
3927.0,19001.28,5.0,23.43,8.0,71.34,2.0,13.21,97.05,36.67,21.44,59.8,659.84,596.2,488.89,34.17,52.12,8.83,96.99,4484.11,99.24,43895.80515511295,20638.77599193565,16798.741739355428,5.0,True,True,True,True
3928.0,8210.0,9.0,106.24,4.0,37.4,2.0,13.78,95.95,6.16,4.48,78.45,217.64,199.75,155.95,21.66,39.62,16.66,145.79,6494.21,97.72,76226.55589236328,35234.039995473395,31857.352540100237,11.0,True,True,True,True
3929.0,9901.22,12.0,101.33,3.0,36.77,2.0,7.76,60.18,37.27,18.67,51.77,509.06,194.12,604.93,27.08,20.27,24.91,44.56,8007.38,66.5,76923.36279426845,63503.64525784022,58778.82927963605,69.0,True,True,True,True
3930.0,12802.24,8.0,110.46,4.0,35.24,1.0,9.66,60.51,26.16,7.41,199.14,252.85,307.43,530.11,26.63,61.28,21.66,49.47,6206.4,86.5,45980.20345241644,25508.076930325216,21381.39098019278,5.0,True,True,True,True
3931.0,7085.98,3.0,97.05,6.0,57.4,2.0,14.52,48.89,12.04,16.61,169.33,135.53,469.97,236.98,36.82,46.76,20.06,35.31,3241.7,54.85,81148.04664036495,20738.811359663046,18647.023056946513,5.0,True,True,True,True
3932.0,14554.46,5.0,56.65,3.0,53.4,1.0,14.82,145.5,8.4,5.51,158.4,258.91,502.15,188.57,55.96,55.91,7.57,82.75,8321.92,40.49,67016.67314218069,33907.500279658714,28717.13581548334,17.0,True,True,True,True
3933.0,14963.38,8.0,23.1,6.0,50.78,2.0,12.89,95.87,13.28,18.63,70.35,730.03,304.33,166.67,28.74,55.49,13.6,51.78,8567.78,88.98,63069.52116757934,24949.401304673604,18718.49515017845,6.0,True,True,True,True
3934.0,10711.63,12.0,31.41,5.0,24.13,1.0,6.63,133.78,27.85,5.2,248.23,330.23,247.79,567.09,46.64,67.1,20.9,113.26,7090.48,132.07,47562.19067940452,27633.508912074125,22796.101575823886,5.0,True,True,True,True
3935.0,7696.54,3.0,108.59,6.0,63.0,1.0,22.65,26.65,34.69,7.01,146.1,730.51,199.29,195.89,50.17,59.02,15.21,33.41,5348.18,149.51,103714.8573250896,23405.86169171996,20152.197684886487,5.0,True,True,True,True
3936.0,9165.3,6.0,47.12,7.0,28.99,1.0,18.63,92.38,32.65,15.52,195.67,187.84,232.24,287.88,38.56,25.5,13.63,84.74,6947.58,44.88,59910.541460937675,24292.263073840484,19457.044474175003,6.0,True,True,True,True
3937.0,19284.48,3.0,29.4,5.0,66.6,1.0,4.56,132.95,23.81,23.13,125.03,357.75,491.48,657.48,36.05,28.27,16.8,101.74,1917.6,58.72,23409.478001168492,19082.623194846707,16990.068983399,6.0,True,True,True,True
3938.0,14201.05,4.0,87.01,3.0,24.94,2.0,22.43,73.17,24.99,23.68,231.15,455.4,479.48,622.89,22.74,58.53,22.67,79.71,7883.41,125.88,42208.69014228862,36039.78432964471,31007.66279680356,13.0,True,True,True,True
3939.0,7395.21,11.0,72.67,4.0,69.5,1.0,9.41,135.98,36.54,8.38,257.99,502.15,108.78,297.19,52.89,46.46,12.1,30.89,6218.32,60.82,141589.94656646057,39757.591441777455,36384.70887203029,19.0,True,True,True,True
3940.0,14367.72,2.0,31.08,4.0,62.52,1.0,20.35,124.22,31.59,4.88,284.85,599.33,107.61,584.4,16.44,63.99,23.65,94.84,6282.89,39.69,64681.955503886995,24500.632732282334,20028.10426007029,7.0,True,True,True,True
3941.0,12758.18,8.0,85.32,3.0,47.79,1.0,6.62,44.27,10.57,11.45,258.96,237.58,270.83,209.56,26.09,61.46,18.04,90.25,5068.48,69.8,50862.76790502221,25286.27822404241,22376.79317866842,11.0,True,True,True,True
3943.0,9018.3,11.0,58.81,6.0,13.78,1.0,14.7,132.57,36.07,18.04,252.14,514.6,586.18,518.2,42.77,23.71,21.86,54.3,3523.8,87.73,29479.020204524382,21131.563677316633,18450.778181474256,5.0,True,True,True,True
3945.0,6225.68,10.0,58.01,7.0,13.17,1.0,22.06,104.01,12.0,16.17,235.85,301.42,550.06,665.49,33.45,60.14,9.43,88.47,2844.06,73.36,39906.42193606215,21224.031163530857,19082.90820341733,7.0,True,True,True,True
3946.0,5964.73,10.0,31.65,5.0,19.31,1.0,9.61,44.88,8.8,24.12,169.74,401.26,129.05,241.85,67.03,39.85,7.73,28.33,7178.12,26.02,70970.07924527978,51127.97111734172,47224.674796648,15.0,True,True,True,True
3947.0,15311.86,9.0,80.36,6.0,23.98,2.0,4.64,40.82,36.09,7.49,216.38,532.01,299.09,600.54,37.13,60.71,17.37,47.48,3810.98,80.69,22807.693051089456,20887.245448331712,17638.246667167852,6.0,True,True,True,True
3948.0,15862.0,8.0,61.69,7.0,31.0,1.0,22.06,60.46,17.85,17.6,172.1,692.83,380.14,441.51,21.35,73.49,19.14,40.36,7099.17,45.21,39966.875115404146,23124.10294822669,17609.23540238925,5.0,True,True,True,True
3949.0,15545.33,10.0,66.94,3.0,66.87,1.0,15.75,82.03,20.43,15.45,222.46,487.52,587.66,420.28,18.45,20.38,4.81,107.43,8451.11,72.66,84585.59034034674,34154.215326168145,28685.70620764758,19.0,True,True,True,True
3950.0,10439.38,9.0,49.15,8.0,48.93,2.0,12.78,50.05,36.87,21.16,199.51,161.84,581.78,460.11,59.67,71.69,8.24,94.4,7269.19,132.98,83361.86717931298,24050.789413046732,18578.07956486496,6.0,True,True,True,True
3952.0,19005.79,4.0,43.46,7.0,49.47,2.0,6.38,73.2,23.17,16.64,242.39,358.74,176.24,660.21,72.39,70.94,11.71,144.64,8753.94,40.06,54550.13836396307,24665.442261432167,17665.335643805374,8.0,True,True,True,True
3953.0,16038.98,12.0,75.26,1.0,56.42,1.0,19.77,112.06,22.1,7.22,207.14,403.32,262.2,402.5,50.76,46.82,16.75,33.84,5172.77,36.24,41760.68186080739,408464.2788518036,406948.33836606296,75.0,False,False,True,False
3954.0,10914.43,10.0,60.23,1.0,41.79,1.0,8.76,135.71,8.34,12.08,198.15,365.5,298.02,128.32,49.15,61.28,4.51,91.2,1973.77,101.63,30771.361411237165,35602.771831028454,35794.538757731905,27.0,True,True,True,True
3955.0,8211.33,6.0,22.32,6.0,71.03,2.0,20.11,47.99,37.33,23.32,83.17,445.37,529.32,333.43,72.78,30.07,7.81,26.58,7192.47,94.26,139910.94728755995,29020.89318546988,24424.938301172104,11.0,True,True,True,True
3956.0,8911.8,7.0,54.26,4.0,46.59,1.0,20.05,136.76,22.9,14.1,257.98,608.83,213.8,278.34,67.15,20.58,4.4,54.0,4095.1,80.07,60863.62964605424,23375.462992158496,20993.72934473507,7.0,True,True,True,True
3957.0,5307.72,12.0,104.87,7.0,70.76,2.0,9.16,117.64,28.05,15.14,154.84,150.29,514.74,190.4,34.18,46.08,14.09,51.94,6415.62,61.45,206412.36255440308,31682.026487520176,28127.19231468683,5.0,True,True,True,True
3958.0,6416.49,10.0,93.51,3.0,34.6,2.0,19.07,146.99,36.93,15.75,291.91,220.79,562.41,735.44,51.63,34.2,4.78,31.81,4793.04,109.31,88580.65084859935,102729.54580176136,100689.15710251869,75.0,False,False,True,False
3959.0,13879.92,4.0,37.59,1.0,19.89,1.0,9.53,32.48,31.88,16.93,67.9,238.94,575.6,591.52,28.02,50.27,17.77,103.28,2968.62,147.44,21748.34114883558,61226.181888218714,60816.273580690045,70.0,True,True,True,True
3960.0,17673.52,3.0,75.02,4.0,58.81,1.0,4.54,58.21,20.38,12.51,194.58,525.54,212.14,405.72,19.0,44.71,10.92,36.82,8268.56,74.38,63465.85784034342,25602.568524575356,19790.201537726225,5.0,True,True,True,True
3961.0,19301.83,11.0,42.89,5.0,64.63,2.0,7.28,91.62,7.02,18.08,252.63,344.12,360.15,711.43,53.91,69.24,19.07,38.33,5694.41,94.54,47860.73487577418,22611.513712115087,17992.448790830542,6.0,True,True,True,True
3962.0,9252.12,5.0,80.88,5.0,22.18,1.0,16.98,85.7,8.41,23.6,186.32,286.8,144.41,506.93,61.05,49.31,10.37,36.22,6499.93,134.81,49546.71078390744,28773.843745991788,24595.272901045344,18.0,True,True,True,True
3963.0,17075.56,2.0,24.87,4.0,27.83,2.0,10.68,131.16,27.57,20.14,93.67,661.42,441.93,274.62,35.53,59.05,19.21,136.11,2580.67,34.08,15168.928605615452,19509.266258846623,17378.963589474577,5.0,True,True,True,True
3964.0,16050.91,2.0,35.07,8.0,56.2,2.0,7.48,119.93,23.84,11.82,292.07,579.35,286.81,343.99,29.35,16.35,13.21,140.61,1506.3,120.24,19307.511070147033,18696.31748682258,16980.339639295893,5.0,True,True,True,True
3965.0,10051.89,4.0,30.89,8.0,73.56,1.0,14.47,37.33,29.57,13.45,199.39,627.17,363.37,166.29,60.94,36.78,6.38,136.72,8533.49,133.05,137919.40734322983,25009.213341271065,18927.583092684537,6.0,True,True,True,True
3966.0,14095.97,4.0,69.86,4.0,29.56,2.0,15.82,88.03,24.67,24.46,222.0,493.98,397.69,161.76,58.51,64.06,23.78,119.6,3349.27,134.16,27429.636345640058,20338.01354197121,17921.577468206364,8.0,True,True,True,True
3967.0,9422.82,11.0,21.13,8.0,69.08,1.0,24.7,89.41,30.51,14.74,123.72,286.98,118.93,328.71,21.87,20.77,9.08,121.23,8966.33,29.43,144002.63030437898,25761.24662220772,19515.8996303097,5.0,True,True,True,True
3968.0,5937.95,10.0,59.82,3.0,16.27,2.0,23.55,103.77,25.19,19.98,225.22,741.58,244.16,278.85,32.52,46.23,22.81,116.08,2590.13,106.14,48652.22574145001,29114.01658182793,28427.386847966605,14.0,True,True,True,True
3969.0,18719.67,4.0,84.47,3.0,29.54,2.0,8.47,53.09,11.2,17.65,270.45,221.27,371.04,422.43,37.01,67.01,12.25,32.67,7348.87,72.28,29867.684198987383,26706.511852382304,21677.494300791837,18.0,True,True,True,True
3970.0,8249.71,9.0,107.78,4.0,39.33,2.0,9.88,106.82,30.95,18.94,57.6,409.99,367.5,382.62,44.56,40.32,9.99,34.56,8892.39,122.28,103277.82579772903,60807.34182476283,55441.86515987624,37.0,True,True,True,True
3971.0,5729.72,9.0,52.18,6.0,71.86,2.0,8.79,144.26,15.35,12.36,93.34,192.16,526.57,445.14,75.0,73.04,13.74,131.67,7653.51,98.58,221519.79323852216,43705.548679678344,39120.65110848038,24.0,True,True,True,True
3972.0,14681.26,7.0,37.22,1.0,43.36,2.0,5.19,85.6,19.33,13.76,122.32,564.76,501.17,265.7,60.4,38.13,14.88,99.15,3156.14,141.47,26625.633577232104,48068.81207833715,47361.26599010905,18.0,True,True,True,True
3973.0,6078.51,2.0,66.13,6.0,40.99,2.0,5.37,126.65,15.37,4.47,214.57,721.65,203.55,371.56,18.98,50.55,16.76,58.36,3924.49,80.49,75978.89819779244,23003.8763292891,20533.887341593934,5.0,True,True,True,True
3975.0,7483.79,5.0,80.49,7.0,37.28,2.0,14.04,144.66,19.5,11.24,271.84,273.55,449.94,544.95,12.62,65.58,5.5,119.24,6256.2,96.78,88275.41389457407,25217.376246661966,20854.572004013586,7.0,True,True,True,True
3976.0,6884.43,5.0,39.92,4.0,40.84,2.0,15.21,43.82,29.48,4.51,71.71,345.8,338.32,614.2,45.58,12.47,7.94,85.36,4722.28,114.44,81634.6443720776,35322.7544838117,33069.237921681226,10.0,True,True,True,True
3977.0,18325.25,6.0,62.8,7.0,50.28,2.0,19.87,87.76,17.23,12.71,182.64,461.33,580.86,682.81,20.9,56.09,20.47,121.75,6001.29,111.43,42253.735929079696,22390.393122183297,17416.414040679472,6.0,True,True,True,True
3978.0,5621.69,6.0,69.45,6.0,14.32,2.0,12.78,125.19,11.4,9.07,157.9,214.72,295.9,456.53,65.09,54.68,16.86,131.77,3381.66,24.39,45130.49491746039,22663.560576751304,20610.449466250426,5.0,True,True,True,True
3979.0,16168.19,10.0,48.29,8.0,39.19,1.0,16.95,142.7,31.86,5.39,125.56,278.61,566.21,263.21,63.09,33.63,5.4,31.76,8305.11,69.85,50305.85979898764,23972.029080557026,17588.913438705487,7.0,True,True,True,True
3980.0,18673.14,7.0,46.75,2.0,41.37,2.0,15.61,52.21,32.98,14.41,62.0,405.79,278.66,316.0,41.93,41.31,8.52,91.69,8249.59,31.91,41642.85596351751,40250.3299609005,35351.81946078083,39.0,True,True,True,True
3982.0,12416.81,3.0,107.12,5.0,65.16,2.0,4.63,133.14,36.66,10.92,78.53,420.07,539.95,551.18,31.32,47.54,17.99,50.44,5739.21,91.12,79399.93555570915,23423.58954381426,19287.97245056763,5.0,True,True,True,True
3983.0,5380.53,5.0,47.92,3.0,19.75,1.0,18.72,106.21,31.02,21.87,179.75,568.79,452.97,512.13,73.24,51.75,18.11,115.17,4147.71,42.86,56879.10202577561,138975.131567686,137833.60304070904,75.0,False,False,True,False
3984.0,18077.64,5.0,67.93,6.0,70.37,1.0,9.79,68.86,36.04,18.36,134.23,541.63,181.07,480.25,17.88,69.82,9.76,65.18,1833.21,105.35,23943.65341105304,18569.121763172378,16710.974514209916,7.0,True,True,True,True
3985.0,16274.05,9.0,111.61,6.0,55.94,1.0,14.91,97.31,9.1,12.02,173.76,480.76,586.85,574.98,66.06,20.88,11.37,102.53,2721.79,137.12,33989.45898097611,19884.26748901651,17317.747385657127,6.0,True,True,True,True
3986.0,5945.57,2.0,103.24,5.0,42.7,2.0,21.09,54.22,24.68,10.48,182.55,428.3,370.83,586.76,25.78,52.14,22.28,94.81,3705.65,140.3,85006.99261330806,26517.30488992994,24468.49777221127,10.0,True,True,True,True
3987.0,12674.47,3.0,91.81,8.0,43.73,1.0,15.29,117.35,17.28,5.54,292.58,490.37,266.55,189.41,62.63,51.66,16.06,103.41,4865.26,118.97,47876.229564437686,21269.023596020343,17393.037752342327,7.0,True,True,True,True
3990.0,18144.16,2.0,49.5,4.0,70.97,2.0,23.77,96.26,36.96,23.08,208.38,580.05,514.13,670.51,45.45,39.28,20.45,52.26,2562.27,78.66,31654.679921210452,19970.12465627536,17657.296356409068,5.0,True,True,True,True
3991.0,18735.08,8.0,103.49,7.0,49.03,1.0,13.16,133.4,23.77,16.92,115.85,597.28,213.17,672.42,15.75,54.38,18.46,69.45,8740.38,48.34,55987.59642955709,24542.19571151934,17604.571690755947,9.0,True,True,True,True
3993.0,11397.21,10.0,65.15,7.0,43.41,2.0,10.6,65.89,8.53,11.02,244.28,433.61,379.55,186.77,66.16,62.62,6.25,77.32,1828.28,41.04,28146.236575872514,18479.84693167566,16793.791582455095,5.0,True,True,True,True
3994.0,12636.75,9.0,86.67,5.0,19.69,2.0,5.58,139.34,15.34,17.38,104.45,701.82,213.89,371.19,61.83,17.37,5.99,80.2,5375.54,94.04,32071.510966284117,22671.17550435561,18851.31386573838,7.0,True,True,True,True
3995.0,17270.07,3.0,108.27,2.0,45.15,1.0,9.58,86.73,6.17,5.3,274.18,709.96,369.06,643.19,43.0,57.01,19.19,43.58,8881.77,131.45,55422.195453782064,65938.31606458737,60323.39371108269,75.0,False,False,True,False
3996.0,9809.57,12.0,59.19,7.0,20.59,1.0,8.47,127.3,18.91,7.72,238.93,697.11,98.47,312.49,23.61,48.14,24.14,129.76,5398.9,47.67,36448.101148950715,22590.104505461768,18644.22583478812,5.0,True,True,True,True
3997.0,16276.68,4.0,108.86,8.0,44.6,2.0,20.04,138.47,13.97,5.62,59.59,359.45,549.25,579.72,26.0,28.65,19.31,116.1,4100.25,24.14,35119.9353728884,20870.075920956697,17269.669839696926,6.0,True,True,True,True
3998.0,12897.33,9.0,60.69,4.0,25.53,1.0,24.73,146.08,8.31,18.51,248.13,311.4,333.33,663.88,27.12,19.52,7.65,121.44,3096.95,39.83,25380.932825442815,21023.714456035657,18580.738837665365,8.0,True,True,True,True
3999.0,15460.26,9.0,61.2,4.0,20.19,1.0,19.5,89.65,8.35,4.48,118.36,139.85,374.16,194.17,52.6,57.76,22.86,139.63,2196.03,72.22,12959.011883103723,19151.34999558585,17376.20639895111,7.0,True,True,True,True
4000.0,11700.98,11.0,39.11,8.0,59.44,1.0,10.02,138.79,31.51,13.27,157.32,316.91,207.99,156.66,43.36,71.7,10.96,138.93,7819.55,79.91,87637.76028232316,23744.750994077167,18008.850999354283,7.0,True,True,True,True
4001.0,5936.73,8.0,48.74,5.0,15.52,1.0,16.33,42.8,30.22,13.61,85.47,505.97,519.61,334.84,16.28,67.08,13.03,133.64,7717.43,52.14,59530.53601459379,56035.60004111214,51723.543673117376,28.0,True,True,True,True
4002.0,13734.04,7.0,28.19,7.0,27.55,2.0,8.79,125.7,25.9,23.39,157.0,639.68,270.21,475.23,35.62,14.73,4.28,123.37,6635.34,102.93,37475.29027568624,23152.3461076206,18025.00207044073,6.0,True,True,True,True
4003.0,6473.32,12.0,31.49,2.0,45.5,1.0,14.05,141.37,34.46,8.7,184.99,537.13,558.97,146.03,25.07,36.33,4.35,120.15,2579.35,120.99,56039.220403999854,39511.49642627211,39339.64346938779,22.0,True,True,True,True
4004.0,16879.52,3.0,78.97,6.0,21.98,2.0,13.95,143.62,27.16,24.87,253.72,618.62,120.99,434.57,64.2,29.12,6.46,81.85,4754.48,139.13,26402.18229112479,21483.57782252456,17583.861176504597,7.0,True,True,True,True
4005.0,18725.93,6.0,78.45,3.0,58.53,1.0,10.94,41.68,34.47,6.15,205.83,259.43,476.05,739.66,30.15,72.34,22.48,113.29,8224.61,61.37,63052.80969019741,30540.81607645377,24783.45147328795,23.0,True,True,True,True
4006.0,11696.58,4.0,57.98,6.0,28.16,1.0,10.54,61.68,30.43,10.36,272.4,334.5,381.05,692.63,74.2,58.14,24.18,27.71,3270.12,55.54,27706.00337297333,20885.939199691897,18052.67509441776,7.0,True,True,True,True
4007.0,11455.14,9.0,104.73,7.0,19.31,1.0,9.42,92.36,30.7,5.06,53.52,626.53,470.59,443.76,67.31,24.73,6.75,125.23,4687.21,42.65,31801.690752260576,21469.216539119712,17886.29746358109,8.0,True,True,True,True
4008.0,9796.89,11.0,79.25,5.0,51.41,1.0,6.1,137.06,27.69,20.5,155.07,597.84,582.31,284.49,63.81,18.78,14.14,59.52,4202.9,34.26,65974.22994085542,21871.12831470519,19060.4790821703,6.0,True,True,True,True
4009.0,10125.2,3.0,22.29,4.0,40.86,2.0,18.12,53.34,6.81,6.75,56.93,635.09,152.76,452.07,25.46,38.54,17.08,57.63,6264.95,79.21,64329.34000448751,29720.243921569567,26055.236889761407,13.0,True,True,True,True
4010.0,7760.72,10.0,88.6,3.0,63.35,1.0,19.67,61.4,23.88,23.42,179.87,310.87,393.91,715.04,16.94,18.3,19.69,90.87,6866.49,25.16,130528.06882758495,281486.4411408862,278255.85674209235,75.0,False,False,True,False
4011.0,5223.24,4.0,64.76,7.0,53.84,2.0,9.06,59.11,25.11,12.48,293.03,280.78,438.42,401.14,73.98,14.29,5.97,144.84,3120.83,28.81,109964.02395185968,21507.118682943412,19502.79274609463,6.0,True,True,True,True
4012.0,17393.94,5.0,99.0,3.0,18.62,2.0,20.46,111.5,8.87,14.41,117.44,658.18,504.46,658.69,24.64,50.53,20.64,45.06,6478.99,109.41,25575.39133346777,26395.99659065612,22002.99019851508,8.0,True,True,True,True
4013.0,11169.66,8.0,58.04,3.0,49.24,1.0,5.23,119.6,30.13,16.02,187.96,280.99,545.82,285.47,74.88,62.29,6.25,84.62,3544.43,143.07,44568.123340547216,22872.58865053907,20761.221570684873,7.0,True,True,True,True
4014.0,10133.08,4.0,112.26,7.0,48.43,2.0,9.68,80.25,36.62,17.59,65.83,404.95,217.45,550.8,41.71,45.55,11.23,98.11,7181.85,91.65,87518.76724453266,24569.048342371683,19386.323345269317,6.0,True,True,True,True
4015.0,18486.48,6.0,33.24,4.0,64.47,1.0,8.42,41.6,19.26,23.95,285.63,481.04,577.16,389.61,66.11,41.13,21.9,91.59,8083.21,37.44,63914.9444811584,25235.8481961075,19411.5212235118,8.0,True,True,True,True
4016.0,9720.25,3.0,52.21,5.0,45.82,1.0,21.3,44.49,6.3,10.13,97.98,517.15,425.18,184.77,56.23,62.71,17.86,124.0,3157.57,28.25,45919.769976817544,20237.06907145056,18154.38257568356,7.0,True,True,True,True
4017.0,8990.94,3.0,64.19,3.0,41.87,1.0,12.14,59.29,13.35,22.8,146.25,197.06,214.86,565.59,47.21,31.37,11.67,46.13,1941.47,127.37,39822.29631953678,20618.218499614955,19619.95745577829,6.0,True,True,True,True
4018.0,11309.47,5.0,75.47,7.0,13.16,2.0,11.3,40.6,26.89,23.91,185.23,222.07,237.93,335.38,33.42,21.68,19.76,110.43,1853.16,87.16,17797.047372531153,18885.458628606568,17164.71993890145,5.0,True,True,True,True
4019.0,18145.0,7.0,109.69,7.0,70.12,2.0,12.65,72.95,36.8,13.79,218.71,372.95,195.66,428.59,73.94,35.79,11.36,94.42,1492.09,43.66,26852.620551288775,18467.79698548692,16769.129847983757,8.0,True,True,True,True
4020.0,11355.95,10.0,91.52,6.0,15.53,2.0,17.64,47.52,7.49,13.19,235.77,550.9,196.0,502.76,47.94,58.06,6.26,94.84,2023.31,122.51,17411.91260687382,19213.545189410877,17319.936242127562,5.0,True,True,True,True
4021.0,14404.83,9.0,104.73,4.0,58.47,1.0,20.55,122.7,11.41,19.61,114.03,555.01,325.79,623.89,54.83,69.81,20.18,27.03,3298.26,52.08,44694.297818423685,20929.478062988783,18329.720384970344,8.0,True,True,True,True
4022.0,18739.78,5.0,70.07,3.0,31.0,1.0,5.26,80.32,24.12,11.97,76.5,162.44,269.69,147.4,56.79,54.31,23.31,141.6,6101.81,82.18,28292.19508520147,23233.709431502222,19374.6303167852,6.0,True,True,True,True
4023.0,7365.77,12.0,66.08,8.0,15.25,1.0,15.68,24.73,25.46,12.47,106.16,710.47,199.74,369.48,60.28,53.91,19.32,149.02,8899.01,111.35,50044.45554474417,29549.035173514498,23570.135125158136,5.0,True,True,True,True
