scenario_id,arrival_rate_mean,res_AML_Investigator_amount,res_AML_Investigator_cost,res_Applicant_amount,res_Applicant_cost,res_Appraiser_amount,res_Appraiser_cost,res_Clerk_amount,res_Clerk_cost,res_Loan_Officer_amount,res_Loan_Officer_cost,res_Senior_Officer_amount,res_Senior_Officer_cost,el_node_fb6142cf-431e-49a2-8278-0ab153e033d9_duration,el_node_72f9366b-1a12-44b3-9d62-12151a3c986b_duration,el_node_b7b69815-2300-45c0-b795-b10641e4997f_duration,el_node_e96c5ddd-ce95-4d1c-b20e-4236a5ede724_duration,el_node_4aac3e09-f63b-4091-b1dc-382ae5799d24_duration,el_node_ec71f837-04b3-439c-8f5b-6c03f40ba4a9_duration,el_node_3fd5220c-2503-4b5d-a543-78dbeee830c9_duration,el_node_2dee630f-fe8e-4719-8b0b-546b1310b27d_duration,el_node_4eb5f5ad-92ef-41f7-9814-f2df60a90301_duration,el_node_a9e6f8b0-d94c-42cc-ab3f-ed02e0faa62e_duration,el_node_a265a23b-82f9-446b-8167-ad6c1655e313_duration,el_node_74bde187-ed90-4355-a7b0-2229bd9210e2_duration,kpi_total_cost,kpi_cycle_time,kpi_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
10338,5223.42,9,48.83,49,10.95,7,37.79,13,21.8,6,47.53,3,21.59,344.02,3325.46,7836.85,1912.46,215.67,67.21,252.24,2573.98,400.94,745.49,1061.33,1674.01,168664.85297495846,28238.982147949067,23282.643215258864,7,True,True,True,True
10339,6662.63,4,26.04,102,29.3,7,41.09,16,24.72,8,35.98,1,38.79,187.3,1916.41,2740.33,531.09,618.29,104.26,441.97,1696.66,1341.7,608.44,1141.01,812.99,86438.01202723148,26244.488791181346,23184.66172880313,5,True,True,True,True
10340,9025.33,7,11.97,77,27.38,10,12.9,15,16.71,8,27.06,5,21.17,105.4,2007.13,8873.69,449.08,653.23,162.06,240.92,2657.03,623.44,930.6,841.02,2032.18,41250.69092228585,26302.64742206872,20855.96368744823,8,True,True,True,True
10341,8120.35,5,19.16,30,28.5,2,44.67,6,19.09,3,8.19,4,30.29,334.79,4170.8,7107.6,1734.79,168.92,200.19,609.67,3207.08,955.39,440.65,436.22,1568.63,95174.46873498872,109222.18712772784,106685.31538768928,75,False,False,True,False
10342,7111.62,11,42.63,29,49.09,3,14.65,4,21.0,10,47.35,2,37.92,206.22,2554.56,7458.53,1441.22,108.96,214.9,457.46,2547.18,1529.37,326.21,1951.01,2063.22,122479.45845859437,42285.58712270911,37962.67911429469,13,True,True,True,True
10343,10315.08,10,22.03,30,35.66,8,21.38,9,27.62,9,37.66,5,30.61,92.7,3180.95,6497.92,1098.16,341.04,50.39,175.57,4241.73,879.44,354.2,515.0,1529.67,64013.30797974429,26548.454709865226,20938.995844965302,8,True,True,True,True
10344,9182.86,7,35.15,81,18.07,9,37.64,12,38.94,4,25.71,2,30.76,173.34,1943.04,8793.21,765.99,292.28,269.17,246.62,3589.22,1163.97,865.82,1340.04,1586.47,90479.47232458917,28488.824930216524,22492.141401205205,7,True,True,True,True
10345,12756.12,4,30.8,82,10.45,9,21.16,9,9.97,5,31.65,3,15.73,206.4,2952.69,3195.99,1301.15,596.61,209.73,207.44,3593.94,486.52,400.96,1942.68,1824.43,48353.9061688912,28222.465000598357,21963.951746237897,5,True,True,True,True
10346,10398.16,4,15.36,106,30.66,12,17.35,12,32.35,6,18.37,5,31.26,238.02,2086.77,1822.58,1222.76,339.45,54.43,146.16,4389.94,1011.82,936.24,449.7,1511.42,49798.59957646503,30888.753247495515,26446.495886482862,8,True,True,True,True
10347,9588.38,7,38.93,39,23.34,8,29.92,13,29.64,10,43.9,1,35.67,140.33,1869.94,4627.76,1533.07,414.57,138.26,661.49,1471.3,1230.26,751.07,1319.77,543.41,70302.81775343374,25178.57398159112,20598.197274762115,5,True,True,True,True
10348,10423.94,2,33.69,34,20.54,3,46.4,16,20.19,6,40.93,2,46.86,294.34,3589.78,6857.16,1640.04,555.59,247.03,598.91,1133.22,1377.17,338.37,2155.63,1955.87,91214.23081381284,36405.77139514504,32069.626007495663,5,True,True,True,True
10349,4893.62,7,12.5,21,33.39,12,32.25,3,11.91,4,22.95,5,37.95,71.42,1684.47,8823.64,1299.22,479.84,222.48,725.36,2893.48,743.0,261.35,1745.48,2054.42,106398.99590191044,61031.01866827545,56075.164700729314,14,True,True,True,True
10350,5942.88,9,15.35,23,34.71,12,28.83,4,23.42,4,24.46,4,43.99,283.18,3597.33,4332.96,1534.78,432.02,204.21,267.19,892.98,416.17,924.64,2026.92,2122.21,110558.94713632549,34939.44573862424,28626.781519419765,5,True,True,True,True
10351,4078.84,4,15.03,79,10.99,11,36.67,12,39.15,9,18.71,2,27.66,197.31,1349.88,3130.65,1008.87,390.69,64.6,263.35,1354.6,1043.0,210.18,2093.65,1746.66,126479.75040142912,31634.26508413949,27647.01500155871,11,True,True,True,True
10352,5420.51,4,44.97,42,32.11,6,32.7,17,12.27,2,43.5,2,10.27,98.38,2047.95,6563.14,336.34,196.98,237.2,276.75,2308.95,1094.33,859.89,1609.72,1136.4,124641.4796516095,55290.521857074105,53417.00646823554,11,True,True,True,True
10353,8412.21,10,47.02,76,27.06,11,36.56,9,43.64,4,30.79,1,10.81,285.18,1996.31,1565.67,664.24,341.08,51.52,205.47,4218.07,919.4,493.12,1370.14,1562.19,107929.45728258057,31440.52932837136,26295.98040572921,13,True,True,True,True
10354,10901.44,11,20.77,66,34.15,3,26.7,18,32.82,2,11.09,5,18.82,347.44,3079.83,6789.81,790.44,189.29,216.87,213.96,4001.36,1315.33,515.36,1209.26,2053.37,61366.94769416521,31578.21719346687,26120.11478112372,8,True,True,True,True
10355,10144.71,11,47.97,96,26.37,4,44.33,3,8.3,8,21.1,4,32.04,373.13,2906.98,3823.91,1227.97,255.56,232.56,479.38,2722.31,777.31,498.93,554.69,1680.53,72286.7935623109,27644.46881862681,22743.178291938173,5,True,True,True,True
10356,5971.3,9,34.68,96,17.75,12,48.39,3,40.23,7,19.66,1,31.71,108.03,2979.22,7469.15,1245.7,449.15,174.29,435.86,1055.67,780.12,208.98,1547.63,559.19,121519.01846238202,43198.0533963699,39595.159450590974,11,True,True,True,True
10357,9077.82,2,48.21,114,23.5,7,34.1,5,12.11,6,29.26,4,41.47,245.6,4543.83,5725.04,824.57,647.22,47.6,469.67,1520.36,519.1,735.48,2051.98,440.32,83412.19805762696,29239.6602463769,24223.273306169645,8,True,True,True,True
10358,14276.58,10,36.92,26,48.26,3,21.66,16,44.72,6,31.75,3,36.99,371.26,2810.03,2426.1,766.87,530.58,209.41,594.4,4096.04,261.92,719.04,2027.59,1910.92,62798.47810570476,28334.65096098202,22154.82408870237,6,True,True,True,True
10359,13794.48,4,17.12,26,48.45,6,42.49,4,40.74,6,20.31,5,37.26,193.85,4148.79,5315.42,1054.46,510.22,223.27,586.14,2055.25,504.25,933.12,517.72,972.03,58179.75981328316,26362.08821776435,20833.554203351985,6,True,True,True,True
10360,8844.45,2,45.44,65,42.81,8,41.73,14,22.54,3,41.43,5,17.66,352.07,2802.22,3765.12,1166.2,200.76,279.25,427.29,893.39,372.27,701.47,1659.84,1780.22,78766.13904125741,27081.662316337646,22973.355213218783,10,True,True,True,True
10361,13281.14,10,38.74,92,24.16,5,47.37,10,9.07,8,13.64,4,32.53,250.99,3143.22,6441.38,645.44,536.31,98.18,337.49,4128.49,1435.96,633.68,2163.89,2184.61,69386.83360182535,30394.0652704223,22879.905904549298,5,True,True,True,True
10362,10097.04,7,9.85,59,17.93,7,37.44,14,17.37,7,19.92,5,34.1,93.32,3909.24,4188.24,817.64,315.61,187.36,446.58,3852.57,1333.76,646.79,1334.74,2029.63,67104.48017801208,29411.68129158765,23605.62627120444,5,True,True,True,True
10363,7140.82,11,23.77,51,14.02,11,32.02,12,46.83,5,23.94,5,36.01,129.99,2829.6,8787.18,864.7,439.32,208.6,555.41,2695.01,815.69,613.51,988.77,739.6,97614.01863735258,26183.98683657475,20799.42913212135,5,True,True,True,True
10364,13304.76,12,24.37,58,37.83,8,26.56,3,18.72,7,46.92,2,20.91,301.66,1445.43,4063.04,569.19,175.17,103.36,567.46,3589.35,883.31,710.87,1147.5,1609.96,43991.29026661928,26949.76217337176,21468.29645575125,7,True,True,True,True
10365,13771.34,3,32.93,77,29.92,2,21.61,4,8.74,2,12.39,5,21.28,320.4,2788.68,3028.46,538.85,343.12,196.62,570.58,3415.02,710.63,664.09,1867.88,1727.72,38593.232033109765,34109.167373027536,30835.18638290104,11,True,True,True,True
10366,5757.73,5,20.21,118,8.81,3,10.81,5,16.8,4,41.98,4,42.2,290.89,2312.7,6440.62,1119.37,213.57,183.19,718.09,1424.44,1423.96,208.61,1429.8,615.6,72093.0165631147,36473.539117568704,32372.966487129943,6,True,True,True,True
10367,7416.72,2,28.07,48,47.84,11,40.65,19,17.51,3,38.06,2,34.52,341.28,1103.12,2535.42,748.73,517.36,153.55,695.12,3456.85,1004.56,253.38,2158.01,1861.31,92260.53367828146,73304.79384197493,69891.28764529947,22,True,True,True,True
10368,11747.9,2,14.94,65,28.01,5,21.24,12,35.36,3,41.23,2,45.72,248.91,930.33,6368.8,345.01,501.09,158.67,663.66,2117.48,356.12,182.05,1686.01,1080.25,40036.29617030452,26517.754901806693,22835.10850344457,11,True,True,True,True
10369,12060.54,2,41.64,33,28.37,4,29.62,14,21.2,6,23.08,5,30.83,311.99,1066.67,4228.22,1103.27,135.97,195.28,226.4,1572.12,1397.08,193.17,983.24,2137.3,42333.72092140653,26023.925377462816,22334.52949294393,8,True,True,True,True
10370,14296.73,12,17.83,96,33.86,10,10.42,11,33.54,2,33.14,2,22.18,72.33,3757.68,4829.37,1804.21,517.68,146.54,125.33,4194.97,439.71,787.35,701.26,1176.33,40993.26641535306,26554.167012380407,20141.3205740222,5,True,True,True,True
10371,11458.23,12,45.33,39,19.08,8,17.41,12,15.52,7,30.92,3,25.15,262.78,1869.77,1965.78,451.55,528.64,128.58,434.17,2706.26,462.06,800.13,1680.66,2220.48,53007.83760779828,25854.47661301332,20025.283606783727,5,True,True,True,True
10372,10091.46,12,16.8,84,40.81,8,25.83,4,14.71,8,12.54,3,32.11,224.1,1465.26,3202.18,1269.23,452.92,214.64,621.95,2082.01,430.9,329.63,1628.74,1381.41,35639.18348778015,25258.039857615386,20324.74646094437,6,True,True,True,True
10373,5582.34,8,45.7,36,38.37,8,12.81,10,29.18,3,36.34,4,26.05,211.99,3036.91,7563.57,597.53,107.32,115.21,632.97,1076.99,1387.58,757.79,1150.16,1104.36,103287.73943672344,29662.560824779124,24928.87992991467,7,True,True,True,True
10374,12035.13,6,35.71,36,38.49,4,8.06,15,41.51,3,45.36,1,19.02,236.16,4264.7,2219.9,1908.52,163.34,237.26,279.46,3243.54,433.01,596.28,1103.26,1252.5,62707.56905281812,28729.28512544872,24400.39754100461,9,True,True,True,True
10375,4645.28,3,24.77,58,27.29,3,21.64,17,31.47,4,47.9,4,35.29,334.41,3363.55,2199.36,771.24,595.06,76.25,153.64,3232.56,673.04,442.38,935.19,2183.22,146519.97385146588,98546.15341231844,118516.69514176874,20,True,True,True,True
10376,4506.66,10,12.24,74,33.49,9,22.32,7,15.63,9,14.05,3,35.33,253.61,1260.41,3838.2,1518.58,142.85,187.32,140.67,4132.69,702.85,792.35,877.5,487.7,76920.97912142953,28115.96290088702,23414.119148143654,5,True,True,True,True
10377,11220.91,7,38.54,95,8.66,9,31.11,5,15.17,9,33.61,1,22.32,270.68,3870.64,3822.24,615.33,514.27,77.93,331.08,3482.0,1054.31,911.02,967.62,764.9,67680.53361521481,27452.226580478746,22033.012377277777,6,True,True,True,True
10378,6147.89,8,42.12,52,37.97,2,26.31,4,14.92,7,23.38,3,15.91,336.69,1539.67,5011.73,1146.77,181.62,197.27,499.73,1098.31,576.18,164.2,1313.02,412.1,61926.88033797346,31097.153169804013,28706.444851033662,9,True,True,True,True
10379,5150.03,11,39.25,46,41.9,5,27.77,12,25.82,2,21.22,2,16.72,103.97,1273.95,1571.05,793.25,107.53,117.09,406.42,3361.53,1184.32,619.56,1313.84,796.01,115872.66710754573,42242.43465787632,39722.95450891033,11,True,True,True,True
10380,6543.7,4,47.82,32,49.81,9,13.71,19,38.62,8,26.7,3,43.88,262.68,843.1,5921.65,1307.08,491.38,166.12,690.29,3193.06,1202.92,254.15,1018.26,674.27,121600.87128351272,32353.01053876776,28978.49802361235,8,True,True,True,True
10381,7061.94,8,35.08,77,13.27,6,11.03,12,24.88,2,26.39,4,44.58,143.6,2101.24,5127.13,592.71,405.71,87.14,436.89,2271.66,751.34,668.89,1701.52,1323.21,74233.32415020559,38406.241209903885,35251.79740201736,8,True,True,True,True
10382,6665.61,4,46.54,33,8.33,6,10.84,11,13.48,7,40.09,1,11.11,133.73,1948.46,4182.8,1540.91,118.89,78.73,486.65,920.46,959.59,953.18,1854.31,574.47,66731.84753660987,26042.990575536165,21577.620625002903,5,True,True,True,True
10383,11442.35,2,36.55,88,16.12,10,12.21,19,17.48,7,18.19,4,44.05,86.89,3177.6,2716.77,1383.49,358.88,95.84,602.43,1980.2,752.94,670.06,414.8,2286.62,44783.31205546366,27197.48977024973,23414.64187573977,9,True,True,True,True
10384,6611.39,7,48.61,60,25.51,9,42.62,10,36.57,2,29.97,3,48.01,151.11,2035.28,3454.52,976.61,243.36,282.89,516.95,1654.43,1010.14,742.89,1427.23,1126.16,115311.66626875606,36306.39777208082,33172.29879511355,8,True,True,True,True
10385,3744.49,10,44.8,85,9.29,4,34.15,10,8.37,4,46.24,2,47.77,221.26,1614.67,2513.64,652.44,154.05,274.0,387.04,2507.42,1275.04,826.76,2043.07,1161.62,194889.43997552217,45487.31915055286,42425.203255190325,5,True,True,True,True
10386,3730.8,3,17.84,99,33.07,6,30.0,18,13.26,3,18.51,1,12.72,83.76,2280.17,4640.03,1369.81,444.15,88.96,197.7,1787.62,1249.0,573.72,1715.24,2208.79,119015.6419625319,356508.29774579336,356476.5867981577,36,True,True,True,True
10387,12229.88,9,33.62,20,22.81,5,15.86,9,11.84,5,43.06,3,40.77,194.83,1812.96,5769.28,1214.09,575.29,202.23,199.58,1946.95,1406.05,815.89,1901.6,579.35,46326.19865345796,26379.433549426456,20923.68412225981,7,True,True,True,True
10388,5434.36,3,23.76,39,20.76,11,23.49,12,44.79,4,40.43,5,18.48,79.41,1969.49,2195.22,600.97,544.47,130.82,262.12,3238.95,510.64,603.55,2184.58,2129.67,126921.24221501892,55649.38481722634,52270.30247512105,17,True,True,True,True
10389,9751.62,9,42.66,121,40.66,7,39.32,4,34.64,6,49.87,4,37.66,62.77,3268.48,3562.54,807.83,263.72,217.82,190.48,2221.87,421.99,608.59,576.48,1792.98,84333.38954046086,25043.084765793952,19941.17460742292,5,True,True,True,True
10390,10291.29,11,38.54,76,30.91,10,33.81,7,11.79,7,12.06,3,34.81,129.65,3985.39,7378.34,1506.71,231.99,264.14,380.39,3929.05,1128.06,758.49,1470.72,1089.23,82226.64268785909,29010.536023717377,22112.131229628176,7,True,True,True,True
10391,10215.24,7,45.7,39,25.76,8,11.96,9,42.48,8,40.05,5,10.7,93.72,1141.42,1846.21,1479.4,439.6,110.97,502.27,4543.06,635.29,527.18,1773.37,565.3,89089.32996863473,27055.68326636278,21258.536011126216,5,True,True,True,True
10392,12793.64,6,37.92,97,16.63,4,10.43,7,18.6,8,29.53,5,37.19,320.15,3808.6,8327.69,1460.96,641.69,51.0,538.25,1862.96,1130.37,969.95,888.44,1654.89,45425.53703215859,29021.78436570463,23176.94164124655,6,True,True,True,True
10393,8189.67,11,14.31,106,45.71,11,17.76,6,40.8,6,35.88,4,19.05,81.42,2553.11,5296.55,603.36,194.12,281.45,299.85,4252.1,1467.84,603.88,1389.56,2272.08,85640.40781872268,29724.24197458658,22471.479943889863,8,True,True,True,True
10394,13487.34,8,42.42,121,44.37,7,12.04,10,37.0,3,39.29,5,37.58,140.44,4482.39,7328.34,1606.65,406.53,200.6,266.46,2777.04,947.29,171.95,650.08,2220.88,63072.66759337469,27564.886182496262,21417.50442846167,7,True,True,True,True
10395,5890.22,2,44.88,68,23.19,2,24.3,16,45.23,3,24.77,2,45.69,305.09,2091.19,8384.19,661.0,303.11,159.51,533.89,1530.34,890.6,793.25,555.78,1686.92,110473.79725501112,49209.91036840752,52911.23393162137,21,True,True,True,True
10396,7933.91,7,11.42,89,13.91,9,8.21,7,13.31,10,45.26,5,26.5,136.34,754.05,6361.43,1310.08,438.53,207.28,746.2,1705.24,796.64,973.14,1923.55,834.45,53791.465399155335,25796.81461166449,20258.79878348193,5,True,True,True,True
10397,6126.13,11,46.92,117,35.8,5,27.99,8,41.11,8,26.05,1,36.23,279.51,1412.65,4838.79,1655.45,255.24,128.93,649.14,887.84,363.76,655.98,871.05,1926.46,96839.44468419925,39357.30571491824,35849.32714702148,38,True,True,True,True
10398,12338.19,5,35.18,56,27.77,6,16.64,9,8.71,5,20.28,3,25.56,147.46,3614.72,7908.53,1359.43,129.95,212.06,707.41,1107.02,299.44,465.13,480.18,1828.87,32209.46565565586,24461.709491199927,18943.57115001993,6,True,True,True,True
10399,13281.73,12,21.03,35,17.32,11,26.02,8,34.47,2,40.36,3,41.43,238.33,1965.65,4376.29,1367.53,189.2,237.95,616.16,3630.05,532.58,907.54,370.54,641.16,44445.42239554867,24666.139607259647,19440.59374068246,8,True,True,True,True
10400,8896.78,5,43.15,113,14.83,6,36.22,18,48.18,5,27.3,2,31.76,250.82,3950.97,2765.43,1035.16,228.02,250.32,378.0,1311.56,1449.26,528.14,373.88,789.43,92675.70764507636,26520.859517348046,21998.507503651952,5,True,True,True,True
10401,3946.69,5,19.24,31,26.08,4,34.74,7,48.06,2,26.14,5,14.92,266.81,2064.83,7223.48,1590.09,106.31,94.51,428.17,3905.75,1338.19,632.51,586.71,2042.18,201445.72236044865,57306.37856301693,56816.0504018573,10,True,True,True,True
10402,7172.93,6,14.27,120,37.01,2,30.6,5,29.47,9,8.43,1,27.82,318.82,4116.58,8738.33,826.73,229.39,262.35,615.83,1838.13,996.46,580.1,1400.82,508.74,78773.49916509543,327248.4488063765,324302.9235375706,75,False,False,True,False
10403,8952.15,3,38.69,40,20.73,12,38.68,19,29.4,3,39.95,2,25.02,73.43,4072.56,8552.45,1801.34,241.89,111.66,619.22,1269.41,1327.52,262.26,646.96,933.71,90857.53835737196,26991.526370969183,22256.67394480084,10,True,True,True,True
10404,12120.53,11,9.07,78,34.28,3,48.61,12,31.65,6,22.52,3,13.3,229.24,4322.1,2989.9,1567.36,130.61,62.58,693.54,2501.62,509.86,920.64,2228.66,1287.53,70563.99699224904,36123.87012856135,30556.461793998333,5,True,True,True,True
10405,4634.16,12,26.51,78,43.87,10,47.43,6,26.32,2,37.25,3,27.55,71.76,2519.63,2746.94,344.23,204.68,81.12,311.19,3848.8,913.11,303.64,1930.81,1598.06,177054.62127165165,75649.46150990868,71655.21851408281,5,True,True,True,True
10406,6440.88,7,38.41,66,43.01,6,12.41,19,40.71,7,46.72,4,8.57,311.22,2603.65,3312.28,1945.76,396.44,69.34,431.83,1732.52,1388.16,260.16,2185.54,1196.72,129581.24179623793,27987.277630077988,23162.24899172556,5,True,True,True,True
10407,12609.27,4,26.03,70,9.84,10,38.47,11,37.12,3,46.84,3,46.89,329.59,1957.06,5173.43,1399.34,232.32,273.88,323.8,2422.86,1052.13,413.63,2150.77,1096.72,67831.08118440925,27320.70968172867,22776.70159044313,5,True,True,True,True
10408,3849.1,4,26.06,78,29.63,6,37.8,19,11.61,8,28.02,5,25.27,290.88,2641.52,3652.62,1373.02,380.89,80.32,214.13,2472.65,819.51,678.57,2123.1,1256.09,164273.64718225755,44986.07128726652,45036.02932097309,8,True,True,True,True
10409,11737.85,4,22.32,77,25.36,5,24.41,3,32.04,3,35.44,2,49.86,167.44,2641.62,8597.13,1306.27,127.5,78.48,470.56,4298.57,992.67,469.45,2211.45,1905.81,76155.47291430009,34425.27972467296,27323.886877326677,7,True,True,True,True
10410,6722.7,5,42.89,115,33.04,11,17.81,10,49.82,4,17.57,5,47.72,166.98,1373.63,5424.92,499.82,497.73,202.68,635.42,3695.85,863.47,704.59,564.12,2228.7,121014.10685473237,31247.6553381692,26620.17421365285,5,True,True,True,True
10411,14378.86,5,32.11,117,15.67,2,19.98,7,12.16,7,28.9,2,30.79,337.79,3842.4,7810.29,1729.43,352.77,73.26,717.84,1393.29,822.09,431.89,835.67,840.54,32846.41426579677,36381.51238241153,32883.59132522753,13,True,True,True,True
10412,6080.77,5,47.77,93,22.73,9,30.09,15,13.74,10,18.77,5,44.44,254.0,790.43,7782.16,394.53,371.31,125.79,248.16,2022.08,975.13,554.4,1268.96,1444.25,81885.95591366071,25830.39381492934,21497.05206302973,6,True,True,True,True
10413,5139.19,3,27.41,66,41.65,3,47.08,3,9.11,2,25.63,2,44.96,183.12,2728.56,3808.99,1354.29,131.43,210.39,396.17,2124.92,1244.03,503.37,642.85,1274.19,119599.4264989689,73584.12341012369,72216.54908974786,10,True,True,True,True
10414,6976.62,7,26.68,42,40.04,11,35.35,7,41.74,6,29.78,2,25.32,194.83,3960.55,7874.5,992.55,450.55,58.19,329.33,3178.09,755.79,487.79,1216.13,706.09,125423.58420722448,27738.534067295568,22152.83869072562,6,True,True,True,True
10416,8559.58,8,48.8,47,24.07,5,11.93,8,11.68,10,17.22,5,10.35,341.76,3969.05,4750.72,1408.61,271.51,56.02,159.4,2548.99,1150.4,836.16,1392.89,716.37,63899.48974153694,29594.464751787684,24681.40698590123,7,True,True,True,True
10417,13787.92,10,11.27,57,17.82,2,18.77,4,40.53,5,36.09,2,22.27,251.89,4166.04,3089.33,714.68,159.33,246.44,401.26,1667.0,1386.9,715.46,1992.38,1672.71,49306.17452368482,43320.25508577753,38057.202077903785,18,True,True,True,True
10418,8062.07,6,23.22,49,29.26,11,23.67,18,30.01,2,16.01,3,46.22,232.23,2018.49,6185.68,687.51,163.46,284.27,319.3,1451.77,1267.58,453.75,1410.66,1491.82,64414.49466591049,29624.532698119263,25860.14610847754,10,True,True,True,True
10419,10413.79,3,18.65,30,12.97,12,37.68,19,26.13,7,31.47,3,49.06,263.58,2554.72,5408.11,1203.41,385.88,67.41,630.61,3613.85,1508.62,710.33,2164.12,670.56,74351.90885652202,35727.639319128706,30689.342672994622,19,True,True,True,True
10420,5045.97,3,25.71,112,30.37,7,19.53,7,37.86,2,15.73,4,33.1,240.43,4050.94,4764.2,1506.77,508.63,99.54,435.84,3387.46,483.86,635.93,1390.59,1999.83,144685.18630969262,70463.00636257938,69025.03435993881,18,True,True,True,True
10421,5410.58,8,20.24,108,38.13,11,46.63,10,28.87,7,22.33,1,47.85,342.28,2097.86,3263.18,1670.71,329.81,126.38,575.26,3805.68,1266.55,817.37,1961.69,1008.46,147468.0082892485,33815.20923244652,27861.048212126887,5,True,True,True,True
10422,11264.18,3,39.83,51,16.79,10,48.26,13,21.81,6,15.88,5,49.46,295.91,4232.49,3305.58,1476.55,171.83,150.95,543.94,3784.43,459.11,268.18,1357.24,1596.05,92152.0929764057,32386.71058924208,27848.769671157635,8,True,True,True,True
10423,13399.55,3,33.37,113,38.82,3,13.12,8,22.17,3,20.65,5,16.65,352.75,2222.31,8662.68,1947.82,153.92,206.85,473.16,1159.18,1072.44,631.04,1437.15,1802.5,38648.6073223494,27402.21820386064,22098.776449640456,6,True,True,True,True
10424,9083.37,12,14.2,67,31.16,5,44.01,14,31.49,3,37.47,2,42.29,186.47,4463.86,5879.73,995.9,261.47,77.48,591.52,3733.27,1495.03,168.93,1244.33,1267.37,105958.32613093247,32134.889812743106,27038.903860382747,10,True,True,True,True
10425,5027.81,12,22.15,31,16.69,10,33.87,14,16.86,4,32.16,4,23.02,108.53,2252.95,8720.2,1287.63,183.32,205.07,558.59,1908.85,1130.05,537.04,1094.85,739.51,102742.5188655593,26460.71584626743,21830.0037378009,5,True,True,True,True
10426,12586.68,3,30.79,67,22.33,4,44.02,3,28.16,10,18.43,4,21.64,62.12,4350.28,6874.89,1364.91,343.64,52.89,371.41,3582.89,579.7,766.02,639.3,1749.86,72676.98044373731,31568.121277367503,26469.716064953023,10,True,True,True,True
10427,4252.69,9,39.53,83,27.2,9,38.86,6,34.51,3,22.28,2,47.53,116.33,1640.17,6732.99,1811.22,578.47,101.38,217.52,4271.18,593.93,679.66,381.49,609.99,195817.52443838332,33517.058751543926,29037.88031331676,11,True,True,True,True
10428,4717.44,2,34.49,109,41.4,2,47.64,7,34.77,5,8.22,1,29.69,334.82,1243.73,7089.18,863.44,291.71,76.67,476.76,1336.9,789.69,945.52,1661.77,1712.71,117256.87810883444,61988.94166783466,62829.14564810004,40,True,True,True,True
10429,13080.06,10,25.59,65,45.39,6,10.96,10,26.04,5,27.25,2,23.38,251.86,2271.07,2090.19,331.6,303.55,196.74,579.29,4428.05,1055.58,548.23,699.1,1898.57,42014.29299348351,27024.491259966464,21188.325064017787,9,True,True,True,True
10430,7855.83,2,43.85,100,35.37,11,44.51,20,45.19,7,26.44,2,11.08,360.97,1380.63,7668.2,1484.79,558.74,116.16,453.15,3939.24,333.01,701.33,1984.72,607.22,118251.425114956,90595.32736366962,86223.67369743889,75,False,False,True,False
10431,12446.16,7,18.38,39,46.39,6,17.78,17,47.55,9,8.37,4,25.7,365.77,3201.75,3823.56,1642.39,353.47,287.12,144.23,2398.49,982.49,531.34,1547.85,1363.2,52605.0740944994,26984.30329128893,21455.31620746302,7,True,True,True,True
10432,11675.9,5,9.25,94,25.87,9,32.36,19,31.26,4,27.07,1,25.05,229.59,3156.17,2679.07,756.08,223.91,182.18,609.93,3624.85,616.41,989.08,878.58,1436.78,48078.1377202265,27501.65539774789,23168.87783295838,9,True,True,True,True
10433,13264.74,4,37.16,101,39.29,2,36.25,5,10.7,3,44.93,2,36.01,354.12,4119.18,2072.66,1859.94,639.54,60.24,593.47,1021.2,988.53,362.51,1063.2,1996.07,54450.92725728495,41989.48754730883,37796.668190204575,10,True,True,True,True
10434,4570.06,8,30.97,39,31.03,11,29.75,9,33.38,4,18.03,2,15.28,78.5,2781.54,7402.99,1396.53,648.84,52.94,685.21,865.87,691.67,244.09,774.07,1226.18,120048.44451109951,26498.513398635947,21754.120808292784,5,True,True,True,True
10435,5984.62,3,9.38,73,8.32,5,39.24,9,48.57,5,33.47,3,11.26,364.18,930.72,3029.16,773.9,490.58,119.57,668.93,4382.42,1261.37,418.89,664.77,1295.43,89834.76868488493,78081.6227348457,75160.4952859656,5,True,True,True,True
10436,10239.83,9,30.33,110,32.75,12,29.73,8,14.43,2,47.74,1,12.36,111.85,1427.26,6052.27,389.41,543.58,81.43,687.1,2028.59,1531.39,859.43,691.59,1763.41,49332.71097836396,29103.76473943093,24796.371880941788,16,True,True,True,True
10437,10963.39,5,27.27,54,48.54,3,22.92,18,28.85,5,14.94,2,42.67,328.96,4404.54,6891.56,1190.14,138.57,166.32,251.07,3248.25,690.33,405.08,630.74,1626.57,67455.40832278311,36313.16123491882,33249.51532213086,5,True,True,True,True
10438,13287.83,11,35.04,124,36.19,4,22.66,3,46.84,3,35.77,2,49.36,347.41,2776.72,2568.94,645.0,245.16,93.69,174.75,3161.74,901.99,539.26,1081.89,1552.76,59390.51554378911,26108.083931162364,20888.874010085197,8,True,True,True,True
10439,8538.87,5,42.67,99,30.45,4,22.53,13,22.59,8,21.87,1,29.16,135.83,1465.84,5050.09,1455.02,181.19,154.28,320.08,2948.26,374.24,588.1,1222.77,1639.99,72026.38571952196,29871.12858105825,26251.12342496308,17,True,True,True,True
