scenario_id,arrival_rate_mean,res_AML_Investigator_amount,res_AML_Investigator_cost,res_Applicant_amount,res_Applicant_cost,res_Appraiser_amount,res_Appraiser_cost,res_Clerk_amount,res_Clerk_cost,res_Loan_Officer_amount,res_Loan_Officer_cost,res_Senior_Officer_amount,res_Senior_Officer_cost,el_node_fb6142cf-431e-49a2-8278-0ab153e033d9_duration,el_node_72f9366b-1a12-44b3-9d62-12151a3c986b_duration,el_node_b7b69815-2300-45c0-b795-b10641e4997f_duration,el_node_e96c5ddd-ce95-4d1c-b20e-4236a5ede724_duration,el_node_4aac3e09-f63b-4091-b1dc-382ae5799d24_duration,el_node_ec71f837-04b3-439c-8f5b-6c03f40ba4a9_duration,el_node_3fd5220c-2503-4b5d-a543-78dbeee830c9_duration,el_node_2dee630f-fe8e-4719-8b0b-546b1310b27d_duration,el_node_4eb5f5ad-92ef-41f7-9814-f2df60a90301_duration,el_node_a9e6f8b0-d94c-42cc-ab3f-ed02e0faa62e_duration,el_node_a265a23b-82f9-446b-8167-ad6c1655e313_duration,el_node_74bde187-ed90-4355-a7b0-2229bd9210e2_duration,kpi_total_cost,kpi_cycle_time,kpi_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
26886,6740.75,7,12.49,27,34.33,3,37.62,5,13.62,9,28.4,3,35.44,156.54,3521.65,2706.42,1818.37,377.61,275.51,502.03,4463.55,596.71,364.79,1120.15,1491.34,97013.5581874117,46858.692406025,43354.82288526774,5,True,True,True,True
26898,9442.83,12,8.35,48,39.2,10,21.29,14,41.06,3,24.02,3,19.43,183.59,3657.61,3767.44,1829.26,513.14,177.14,603.32,741.52,1114.47,787.06,704.73,2271.39,68019.23688387309,26947.75769752317,21521.62716735634,5,True,True,True,True
26901,13445.17,11,21.48,93,19.67,9,37.75,5,23.88,4,44.95,2,28.2,169.38,2519.2,5831.02,1292.26,591.14,251.68,407.61,1537.28,646.3,229.51,1368.61,2210.5,48301.83174381107,26187.144305120215,20673.194070511756,5,True,True,True,True
26862,3951.67,9,42.0,54,8.31,6,31.91,14,28.29,3,37.64,1,23.89,181.01,3009.63,5237.3,442.02,381.36,227.49,513.46,4278.16,937.24,427.5,1661.67,852.31,225817.9043223158,50654.85866034569,49394.49244033677,6,True,True,True,True
26902,12646.53,3,44.52,55,33.86,4,36.0,7,42.27,5,9.27,1,29.72,154.2,4456.47,6448.78,1570.52,311.61,219.34,742.08,1216.14,1079.02,965.11,1489.57,1025.49,69966.47487615401,30491.515286006226,24791.526645696715,5,True,True,True,True
26903,9336.7,9,37.17,77,21.98,7,45.81,14,12.22,9,11.33,3,40.17,152.94,963.61,7101.33,848.63,195.88,135.09,573.11,2858.55,914.85,481.89,839.98,2114.71,59817.989967156456,25819.662038154067,20506.510951279797,5,True,True,True,True
26900,10395.5,2,18.22,114,21.16,11,15.26,20,32.94,3,21.26,2,39.85,73.62,1501.2,2169.65,352.12,334.09,164.85,572.86,3322.02,393.02,529.79,1188.26,1189.53,38116.38729243926,39665.23297054091,37022.33472169924,9,True,True,True,True
26906,13416.97,3,20.19,115,32.5,2,37.43,7,42.83,3,13.72,5,42.33,328.45,1040.89,5279.23,1260.75,545.72,285.92,644.57,3465.19,308.74,860.75,1808.75,380.67,41624.593493191474,27618.70778370711,23098.722185973653,5,True,True,True,True
26907,8049.61,10,25.09,86,41.46,11,20.6,3,33.4,3,27.29,1,12.5,305.96,3212.43,4247.96,649.24,185.98,195.28,547.36,1028.03,1187.43,893.87,1967.86,1863.02,71676.07515664211,38853.26648960205,33269.381551216626,5,True,True,True,True
26899,5051.81,5,46.1,80,43.34,10,30.87,12,23.02,9,40.08,5,30.55,259.2,1985.25,2837.96,1443.47,578.25,276.79,677.29,4526.57,990.77,491.19,1649.22,644.72,187892.25704357596,47603.1520580906,43213.02205413212,5,True,True,True,True
26908,10695.42,6,38.8,62,40.21,12,21.22,11,35.64,4,15.79,2,8.1,81.05,836.01,5650.17,608.31,631.58,186.95,702.22,1380.42,1283.25,642.58,2182.59,1327.5,47527.340175392645,26618.60945939751,21363.46416165051,5,True,True,True,True
26891,4877.5,7,24.96,108,34.92,12,18.54,16,44.96,2,21.33,3,33.02,174.85,2255.78,3356.6,1759.95,364.61,263.19,528.8,2604.83,637.3,933.54,1413.71,1254.12,138390.70930264736,56765.03364950443,53829.86658248113,8,True,True,True,True
26294,5910.89,2,46.72,26,19.54,6,13.51,12,13.64,4,32.38,4,21.28,275.19,951.58,8896.72,790.27,394.8,68.56,614.23,3024.07,1156.03,673.36,1079.29,800.35,94350.54920870882,126554.64279497517,124777.91021000159,75,False,False,True,False
26912,13870.07,8,28.71,86,27.17,6,22.93,3,29.03,3,32.51,3,29.05,349.76,3699.61,7765.16,616.02,567.05,147.04,733.78,4474.96,1359.95,433.2,1222.76,1031.56,59527.902439455,30043.01351508611,22896.64976069658,5,True,True,True,True
26910,7510.16,3,35.27,26,34.55,9,38.83,12,19.83,8,18.2,1,31.0,315.77,2933.01,1775.8,1334.49,182.95,59.49,622.69,1432.62,452.21,603.06,1796.39,1657.14,81875.57436037621,32312.019424184975,28484.229727550293,5,True,True,True,True
26911,8669.64,6,14.95,65,28.11,5,38.68,16,16.72,9,22.43,5,23.37,290.59,2984.69,3645.66,1058.93,426.17,46.23,349.33,4314.76,347.11,542.63,1339.96,489.91,65545.88681696323,27377.738420829137,23719.24896348243,5,True,True,True,True
26881,5933.65,10,18.62,65,38.37,12,19.36,3,28.73,10,37.59,1,23.33,157.7,3102.89,6642.4,1482.33,509.08,209.19,598.82,4480.99,1010.0,409.8,2045.15,1042.2,130006.15639552147,61643.243517877614,56429.367376626375,15,True,True,True,True
26916,8675.87,11,18.68,67,45.64,4,11.22,18,13.67,4,31.54,2,26.32,127.98,1664.46,7762.57,1371.87,631.76,245.63,364.56,2273.42,267.33,854.95,1574.05,1483.7,53873.43817559052,26126.23525971794,20904.424290295672,5,True,True,True,True
26917,12947.34,8,35.23,74,33.85,9,23.63,13,14.39,6,46.67,1,24.13,227.61,1238.73,6361.55,932.01,316.42,167.27,609.0,1494.17,1294.17,490.79,521.68,377.29,32136.841236160028,23741.872583551503,19838.91240181739,5,True,True,True,True
26846,4534.93,4,28.0,119,46.14,10,34.79,4,36.08,6,13.34,3,18.02,284.27,2559.55,5981.14,1930.13,657.45,165.68,497.91,4056.67,1347.39,229.32,2235.57,623.11,192934.15644189602,97854.11063480386,94207.27309223358,10,True,True,True,True
26909,3625.63,12,44.44,48,39.64,8,15.28,11,27.33,3,32.58,4,24.66,300.34,2833.65,6331.71,1676.94,202.33,97.8,482.17,1397.58,629.64,780.06,511.13,2126.32,160747.74402697923,30419.489414878928,25991.79777214398,5,True,True,True,True
26895,7764.35,2,19.65,42,36.03,8,15.28,8,21.43,2,34.49,2,44.11,263.0,3655.65,8332.99,698.61,105.47,237.35,285.51,3395.13,1506.74,410.38,771.27,988.6,74861.85801329695,62577.47881837315,60317.67103181976,20,True,True,True,True
26920,11737.11,10,43.93,77,12.8,7,23.98,3,40.01,4,28.43,1,28.17,140.17,2350.52,3109.2,1431.5,110.0,218.15,607.56,2443.68,601.51,771.39,1654.63,2026.94,65774.6687190003,30825.53278620659,25261.33531844996,6,True,True,True,True
26923,12962.27,6,47.7,55,13.5,8,35.14,7,13.98,10,28.62,4,45.28,269.82,1192.51,4123.35,377.89,132.26,56.35,637.34,879.29,746.56,248.84,756.19,929.41,27297.047153359716,22399.362357625934,18692.657689290103,5,True,True,True,True
26887,4642.1,11,22.75,87,38.35,4,45.68,6,42.34,3,25.53,5,14.31,187.49,4106.47,8516.32,737.88,167.31,251.68,382.39,3737.57,1483.13,861.41,974.6,1322.81,215995.81303587617,66613.15195565381,62423.303328024616,10,True,True,True,True
26872,7614.47,2,15.83,88,26.89,4,20.84,19,22.38,4,20.95,3,43.66,175.65,3699.06,6690.97,1580.62,126.91,261.54,620.83,3091.45,1274.53,613.18,548.66,2121.53,83028.63026805293,59212.71706646972,60962.89644138385,24,True,True,True,True
26921,10796.56,2,38.98,91,27.97,10,32.68,18,11.22,9,12.29,2,20.12,233.51,1457.56,4329.25,1352.89,493.83,200.93,492.08,2447.02,579.09,897.19,413.67,663.92,40757.19565141511,29947.233989429915,29345.157901909737,5,True,True,True,True
26925,11836.8,3,43.63,117,28.67,7,8.58,5,22.23,9,27.76,5,23.03,209.46,4044.04,5009.45,1319.05,542.01,95.86,589.6,1644.0,1335.16,578.67,553.21,2034.09,45818.851988992166,28087.13758791761,22393.723617439766,5,True,True,True,True
26926,14374.5,4,41.39,73,8.51,5,34.07,10,25.56,3,27.29,1,30.4,242.96,1823.6,4901.0,1917.09,232.43,134.36,546.3,4478.6,458.72,963.21,1218.38,1197.8,58719.54342398237,28742.22463109189,23274.669464595336,5,True,True,True,True
26918,5805.71,4,39.27,102,34.55,4,49.96,19,16.89,7,47.49,1,25.51,173.48,2575.69,3083.16,1667.33,344.24,192.96,249.5,1258.51,672.27,262.23,1850.83,1213.37,129108.63804514479,33326.9425871424,30843.141313124695,6,True,True,True,True
26905,6872.03,6,19.61,75,19.63,3,36.3,19,27.36,2,10.85,1,31.95,141.73,2867.23,5145.49,371.8,375.14,224.18,459.25,2933.9,790.5,938.74,1450.88,1955.66,85546.21240501167,49892.27219849454,47982.0008234441,16,True,True,True,True
26931,11951.11,4,32.78,25,46.79,2,8.02,18,42.44,6,46.33,5,39.72,212.21,1289.96,5717.91,579.66,412.2,239.51,548.25,3484.68,1325.22,798.45,1122.91,1973.81,68804.64063556831,29155.12968872281,24526.47373078638,7,True,True,True,True
26922,7392.58,5,14.33,28,32.84,9,34.42,13,41.16,7,48.27,1,38.13,368.1,2232.62,7790.18,1636.58,470.85,245.96,339.31,948.38,1184.35,198.05,689.33,2026.38,99569.89346599019,36333.7231996351,32431.082678399398,10,True,True,True,True
26930,7170.19,9,15.02,99,36.07,4,20.81,7,25.34,6,30.37,1,43.84,311.08,2649.59,7204.1,412.08,136.77,211.16,187.6,4052.69,367.08,442.02,1697.43,913.39,75810.98731307611,30821.798041857488,27099.606225389514,5,True,True,True,True
26919,4917.75,11,45.78,53,17.85,6,38.39,14,15.3,3,11.88,2,46.93,367.2,4141.03,4022.24,1794.6,511.36,87.59,347.07,2157.14,525.59,440.29,2070.59,911.65,157586.75184497796,43298.480741967825,38986.500117098854,5,True,True,True,True
26927,7792.39,2,35.89,101,15.44,5,34.67,20,48.68,2,21.23,2,11.8,134.04,3919.24,6729.47,1663.09,236.16,124.36,740.25,2365.07,1511.54,311.95,642.82,2046.61,123219.8424975161,42545.50784549756,41811.835308944086,5,True,True,True,True
26934,10745.42,8,28.73,34,28.27,6,8.72,5,46.05,10,17.17,2,17.15,114.11,3760.32,6380.33,1889.81,405.22,139.39,725.5,3319.6,642.77,548.38,921.98,1875.0,66309.15422711107,27832.55989730001,21496.531231261924,5,True,True,True,True
26928,7253.97,2,39.62,110,40.65,5,20.47,11,45.4,7,18.72,1,26.25,353.01,4268.21,6998.19,685.65,405.89,120.01,208.9,1352.26,1306.2,295.57,1321.51,576.91,95713.1983164423,35891.85117776537,34073.81306204487,6,True,True,True,True
26939,12909.9,7,14.46,109,38.63,11,47.7,5,24.38,3,16.27,4,20.17,145.03,881.33,7396.72,1916.78,129.07,86.39,625.55,1049.47,524.92,389.09,928.38,1300.31,32267.72329471529,24063.731031427,19370.89932525733,5,True,True,True,True
26938,11034.32,7,19.2,25,28.22,11,15.75,17,27.78,7,12.1,2,13.47,132.24,3815.57,2247.31,1086.99,608.35,200.63,697.29,1799.91,476.15,510.17,534.33,776.12,34781.33675676431,24153.845229235227,19341.674089863,5,True,True,True,True
26940,13101.55,10,18.1,83,39.75,9,29.34,17,46.8,7,45.89,3,28.68,240.4,1908.8,3088.95,1091.26,395.25,286.14,206.52,2730.78,805.79,455.95,2264.59,1780.77,61392.27347745535,26659.484715173603,20387.618400184096,5,True,True,True,True
26933,9497.17,3,48.82,24,40.69,12,36.77,16,26.51,7,29.54,3,22.15,267.4,2240.22,6519.03,1199.44,487.92,61.39,693.68,4014.57,946.86,716.99,2228.21,445.64,104720.93564915996,39879.7071357073,34822.83026413402,6,True,True,True,True
26941,8860.81,8,45.25,61,12.59,12,33.64,15,26.0,7,21.62,3,19.79,206.68,2087.08,7306.34,1231.58,584.27,204.69,622.28,1065.58,1303.32,647.84,1342.32,987.19,63015.63624609298,25475.491264340417,20379.26677806336,5,True,True,True,True
26932,5288.75,10,13.42,44,9.63,8,22.33,14,43.44,7,31.13,5,35.82,287.58,4139.79,5854.09,1693.45,229.79,287.23,457.15,1612.64,265.06,750.0,531.98,640.54,108760.1720741038,27292.765224573704,22882.590100710087,5,True,True,True,True
26942,9551.16,10,21.8,65,29.4,8,26.74,9,21.49,7,44.28,3,16.3,203.79,1951.17,8010.78,680.61,314.53,260.99,405.36,4160.37,1023.48,882.94,1556.35,850.85,71584.80903083991,28126.93530479212,21373.609285158596,5,True,True,True,True
26937,7064.15,8,17.92,57,32.05,10,47.12,3,9.22,3,31.25,3,37.2,364.47,984.12,3459.25,756.86,486.94,247.31,633.57,4096.38,800.61,468.03,1482.57,914.53,69280.97462903953,32542.107157625414,27282.3931956642,6,True,True,True,True
26452,4004.52,11,29.18,38,45.14,8,49.41,14,13.27,3,15.75,1,29.94,231.53,1390.77,7489.28,1039.07,341.13,217.73,609.75,1436.89,1420.19,962.8,1330.89,1549.09,131671.33671809343,63956.73357763704,60816.93163919053,75,False,False,True,True
26944,11574.93,10,40.29,84,16.78,9,25.46,20,34.9,9,44.13,3,18.06,181.39,4160.52,2940.99,1502.76,378.22,115.8,737.12,4314.65,1046.53,480.9,1979.11,1750.12,94885.50626620758,29088.386287151854,21565.044326595336,5,True,True,True,True
26946,11316.86,10,12.27,93,48.89,6,43.18,5,26.79,8,44.66,5,36.83,196.32,1471.0,6846.59,941.26,388.13,234.98,215.56,2761.53,1464.95,542.84,1853.86,1004.45,62896.72405146584,27953.39959790322,22042.15725592573,5,True,True,True,True
26948,13073.18,12,40.15,70,40.13,3,35.22,10,27.04,4,22.16,5,47.62,368.68,1628.79,6733.03,723.0,319.57,164.2,536.58,2513.09,320.78,648.11,1489.1,2117.64,54807.33742248657,25702.869154668242,19965.253651397976,5,True,True,True,True
26935,8332.2,11,8.83,118,11.05,9,30.39,3,22.55,7,31.78,2,9.29,325.65,3377.92,5437.97,1510.0,179.2,51.99,235.5,4454.0,963.8,544.15,1750.62,512.71,72420.38404984557,37129.74695685001,31503.408003327153,9,True,True,True,True
26945,9012.66,9,10.25,70,8.92,8,20.41,14,12.21,10,23.61,5,49.76,269.07,4430.49,3103.57,931.34,220.44,125.17,580.51,2045.26,395.01,725.07,1358.84,1841.1,55107.599569723454,27335.645025181624,21171.744751750102,5,True,True,True,True
26943,7868.73,3,26.29,115,32.88,7,20.26,6,17.06,7,38.95,5,27.5,278.48,3441.75,4653.89,1473.22,172.73,161.09,326.34,1941.61,527.96,226.26,1847.16,703.63,73619.39009562196,27584.62172087124,22978.76849747357,5,True,True,True,True
26952,14108.24,10,19.48,89,26.96,12,15.15,10,30.88,3,10.73,4,43.75,215.76,3744.14,6427.72,1677.33,382.49,211.32,199.79,3776.85,501.81,302.23,670.31,605.98,38727.14463760756,25433.432667974866,20047.668696561384,5,True,True,True,True
26950,10092.51,7,22.68,73,46.11,4,12.9,4,49.66,10,48.81,5,20.25,200.28,2858.36,7848.46,982.24,417.83,283.32,380.37,2584.53,615.01,205.93,1109.3,601.19,64805.9650798243,26075.796222308953,21443.649596382886,5,True,True,True,True
26955,14265.7,8,35.65,98,16.96,11,29.5,17,38.42,5,22.61,5,9.63,135.4,2245.49,6814.2,350.27,379.5,218.62,513.07,3395.28,741.89,769.53,1556.74,1831.15,47589.65583206595,26865.990454862243,20528.170113979377,5,True,True,True,True
26951,9681.39,3,38.94,93,45.53,12,38.9,5,19.61,5,14.66,3,32.94,335.85,3847.17,6470.19,1146.28,332.37,157.34,277.43,2597.16,1268.17,735.16,1462.98,462.14,83036.154368696,29321.31043344546,24306.57883928553,5,True,True,True,True
26871,4455.14,2,18.89,44,47.44,4,18.19,13,21.65,6,32.55,3,19.93,80.12,3231.39,6998.91,1946.68,414.98,55.48,572.01,1404.06,1223.17,307.77,603.43,1303.88,116864.06156256303,52471.75547088258,57281.98159802122,16,True,True,True,True
26957,11431.48,3,22.76,66,8.89,4,48.67,7,13.79,4,49.15,5,20.41,363.8,4046.23,3799.37,1681.18,578.09,210.91,421.53,2451.38,1151.37,343.29,1080.09,930.22,71008.1926043721,28658.9723702582,24499.66010460207,5,True,True,True,True
26961,12938.39,6,42.22,53,36.87,4,16.49,8,11.56,6,12.86,2,13.06,255.54,2366.09,6613.45,1612.15,544.01,243.54,691.23,3169.32,1258.3,226.94,1196.55,1705.22,45009.40173818498,27580.997533800335,22083.194373201673,5,True,True,True,True
26947,13121.49,2,27.05,92,34.72,7,9.98,16,42.99,3,33.3,4,15.34,326.28,1790.27,5722.57,424.66,114.72,123.66,340.48,4146.93,580.09,781.33,1472.38,1141.22,46011.37464221908,41667.71133937656,37541.95210630679,9,True,True,True,True
26956,9089.09,11,36.48,90,25.78,4,24.39,13,44.42,8,49.58,1,33.02,62.06,3726.28,5085.11,911.01,386.2,206.53,696.85,1037.75,866.34,222.9,497.03,1133.12,71239.15914723973,29476.430827980512,25625.872372888967,5,True,True,True,True
26963,12065.71,3,49.61,97,36.92,8,12.84,10,45.37,3,30.86,1,10.54,220.27,2025.83,6336.3,798.43,169.04,110.83,489.99,880.77,291.8,677.41,1883.98,1267.92,41883.56211127356,25430.427903191994,20925.065745391075,5,True,True,True,True
26964,11529.38,11,9.28,124,21.87,8,28.72,11,48.01,3,37.68,4,14.21,264.41,1136.11,3536.07,419.31,140.98,64.74,509.82,2540.33,512.11,855.74,982.28,394.35,34449.58790511706,23415.05080863106,19226.98560959663,5,True,True,True,True
26967,11289.57,11,44.21,100,38.81,10,16.42,14,43.78,5,35.51,4,43.83,156.64,2295.24,2021.52,1516.84,500.41,204.27,395.8,2602.94,1031.78,419.22,615.69,1055.1,67471.48324406058,24358.072567455158,19903.69685332771,5,True,True,True,True
26966,10244.8,4,29.52,35,15.44,11,32.9,9,30.09,6,20.76,3,29.76,338.12,4126.15,2898.57,1667.84,401.1,48.93,302.46,2732.79,971.67,335.08,828.61,2076.43,77931.9957835571,27345.864756545758,21903.465627283695,5,True,True,True,True
26965,8692.29,4,13.85,52,30.26,10,32.26,17,21.7,8,13.61,4,15.94,118.92,2708.16,3414.74,1293.4,135.64,239.19,247.88,2103.01,1031.39,519.72,853.16,1497.37,53354.47836189845,25484.690006840505,21437.1808737162,5,True,True,True,True
26969,11488.68,9,44.66,50,28.96,5,45.78,13,41.35,10,23.58,4,47.97,217.48,2683.2,6315.03,407.1,539.63,90.57,577.33,2638.5,508.85,458.54,456.29,1702.96,73015.65954245522,25020.815606368848,19945.26026750786,5,True,True,True,True
26970,8208.03,11,28.02,40,25.62,10,12.78,14,19.44,5,47.7,3,36.18,146.27,2661.08,2798.94,999.88,172.63,84.3,267.52,1021.52,503.65,286.35,1818.69,709.98,56962.00134396805,24713.949225985154,19847.991996836692,5,True,True,True,True
26958,6313.78,10,12.42,119,34.06,10,49.83,4,49.35,4,9.99,1,43.28,166.79,3194.01,7292.35,1600.18,533.46,102.66,180.31,2497.45,366.86,975.1,1106.36,1607.32,133484.31801974637,37668.38320286695,32235.391221134494,7,True,True,True,True
26972,10473.48,10,15.53,109,17.28,4,26.91,20,40.97,9,27.75,5,45.25,137.65,2657.02,3660.37,630.17,545.98,256.54,640.11,2393.56,1445.48,598.06,1728.42,2147.97,71304.49152127569,28579.481604347133,22548.481331921404,5,True,True,True,True
26973,9543.73,11,43.03,98,22.62,6,29.96,15,46.94,4,21.18,3,23.39,96.77,890.42,6273.19,663.27,381.97,72.46,206.32,1012.35,733.26,332.4,2011.48,1022.88,51520.75840546348,24537.029765741157,20293.79975014025,5,True,True,True,True
26953,8173.96,8,23.26,121,35.83,9,31.98,3,20.89,7,42.5,5,34.93,207.97,4204.21,3475.58,1907.61,614.01,221.55,315.59,4063.37,1099.58,888.6,1338.59,1032.74,108610.81441183563,48601.341879263025,43928.311227377606,9,True,True,True,True
26968,8749.34,2,44.95,22,24.8,9,32.93,17,37.48,4,9.04,3,28.47,316.45,2091.61,5623.89,1718.59,194.1,273.06,357.77,2142.24,1336.46,647.08,1241.49,678.38,82496.0663729467,32832.963193875155,30071.973603769657,9,True,True,True,True
26962,6709.93,4,12.05,25,12.04,5,41.82,3,36.17,5,19.92,5,11.26,237.13,3676.61,5104.82,606.14,220.37,284.07,653.35,1468.75,1514.07,575.15,1607.89,631.13,102525.68875528093,44214.611859120174,40511.82379393452,7,True,True,True,True
26977,13914.07,8,34.95,90,38.33,6,19.72,15,17.78,10,13.04,5,17.54,169.26,1682.91,6278.57,968.04,173.77,165.26,411.94,2665.26,1278.16,933.54,1424.84,662.24,35611.053794945496,26069.341250928854,21228.02832182512,5,True,True,True,True
26959,7285.43,3,44.69,113,16.02,12,24.95,9,11.33,9,33.25,1,11.62,191.52,1205.53,5706.49,756.4,575.11,159.5,543.35,4397.56,1354.95,905.77,1233.91,1173.63,97568.94139929507,56833.4206573138,51886.41111613527,6,True,True,True,True
26978,12038.66,2,20.75,78,33.44,5,45.2,5,11.79,7,32.29,2,46.04,240.87,4183.95,4483.37,579.64,177.36,231.75,395.12,1097.11,525.97,311.13,494.01,1510.1,55439.97349433878,26006.30764564448,22012.692791449146,5,True,True,True,True
26954,4736.39,6,18.58,85,14.71,7,36.7,13,9.32,4,30.97,5,19.25,96.14,2559.54,2719.52,1674.8,491.21,150.49,724.27,3649.13,429.12,730.87,848.3,1789.9,114492.15675284163,34385.44230062986,31562.925951486763,5,True,True,True,True
26980,13422.85,8,32.86,20,30.99,4,23.41,3,13.98,7,33.97,5,43.58,273.88,4178.45,2244.49,844.54,465.1,141.41,696.7,2264.04,1059.52,547.98,1161.46,1151.22,47417.938478923075,28246.25429373227,22694.60563343819,5,True,True,True,True
26949,7915.13,3,36.56,85,9.69,4,45.4,18,15.0,10,38.34,1,9.04,89.12,2005.19,7912.62,1449.82,586.74,209.7,298.25,3962.02,418.43,518.43,562.79,2099.44,87773.44944917833,47152.079782669694,44598.12819251544,10,True,True,True,True
26976,10411.95,10,14.56,119,8.99,3,44.86,15,12.39,3,23.06,1,18.9,360.42,3674.63,5372.2,1408.99,486.93,89.11,434.55,1617.5,1045.66,200.62,1693.57,1950.29,61053.74018125738,37002.71188285663,32321.791447731735,5,True,True,True,True
26979,7398.81,7,30.11,100,20.86,10,17.65,15,48.5,10,18.19,3,11.52,301.06,2777.54,1986.97,1669.83,477.92,133.81,680.22,748.59,427.2,299.22,756.51,407.83,66030.3825708824,23249.682502221327,19088.996295978723,5,True,True,True,True
26982,11222.6,5,22.83,82,39.25,9,20.66,17,9.45,8,35.71,3,28.14,63.45,4517.89,6684.7,1349.24,108.23,120.6,553.96,3129.55,1230.11,802.8,634.33,553.11,52498.39670833214,27692.071778892172,22278.095998549565,5,True,True,True,True
26984,9187.8,11,48.73,90,21.92,9,11.77,6,36.64,5,49.32,5,16.99,135.43,3480.3,7056.46,1490.89,179.62,186.06,625.29,2966.62,1322.79,930.99,779.58,1346.98,94777.21349731261,28582.89613536196,22291.95386333523,5,True,True,True,True
26985,7921.07,11,29.17,105,46.11,6,20.44,12,12.65,8,19.07,3,34.68,136.58,2067.71,5845.63,542.53,308.2,255.16,259.17,3360.75,1244.28,903.17,1162.52,1395.85,69861.58969845001,27042.49865274535,21565.127017680545,5,True,True,True,True
26988,11826.36,9,25.53,91,37.25,7,49.17,15,20.5,4,13.14,2,47.94,234.5,1189.32,2211.54,1721.25,417.52,158.37,221.84,3968.67,439.51,767.06,1174.65,1207.0,50971.171949794036,25893.981411920908,20204.375035903427,5,True,True,True,True
26987,8658.37,6,18.74,118,43.25,9,16.86,10,42.75,7,34.75,2,27.17,181.98,3350.72,5897.3,846.76,214.77,141.75,563.97,4359.73,685.18,386.93,820.86,776.49,76078.28107712806,27946.21711483107,23299.54583000862,5,True,True,True,True
26986,7465.77,11,41.41,53,11.71,9,12.35,15,49.64,8,40.28,1,16.79,274.41,4175.94,7686.97,952.87,416.87,190.3,697.81,4027.78,1134.87,331.94,2060.86,1502.72,135047.2026470835,35948.490753486556,29202.213418821084,5,True,True,True,True
26989,6688.15,11,22.08,93,33.92,12,15.97,17,38.81,9,45.76,4,17.81,70.04,2055.54,1779.04,1095.32,490.49,238.53,484.78,4553.05,517.99,711.28,2128.16,1067.52,113073.39091097222,28118.77076975788,21538.008593595987,5,True,True,True,True
26993,9389.98,8,45.93,110,26.81,4,29.69,3,33.21,2,39.0,2,10.09,355.22,3356.25,2810.86,913.36,609.93,198.42,141.57,2179.75,854.39,384.77,573.82,381.41,72621.25023828563,26982.507511868684,23014.571113900918,5,True,True,True,True
26996,13768.23,5,14.28,114,29.21,5,25.53,11,43.71,3,47.25,5,12.12,231.9,3644.32,6481.91,1089.52,135.44,175.29,491.58,3490.66,1513.14,624.37,944.67,1052.72,57724.771652634874,28163.97608196626,22886.226757862227,5,True,True,True,True
26983,6757.51,7,38.66,112,17.62,5,41.89,18,12.08,2,20.08,1,26.81,371.97,3559.01,3518.19,1690.54,438.68,249.55,226.53,2888.13,1013.15,428.84,969.9,1578.38,112957.64099695814,37215.59030409575,34127.63394045585,6,True,True,True,True
26700,5922.48,8,30.39,101,24.09,4,30.54,17,11.38,7,33.16,1,13.95,262.08,4346.82,8626.09,1495.54,191.63,165.33,261.54,943.39,462.65,996.15,1542.43,2271.47,107580.9025157115,70557.94500666777,65887.53783308498,64,True,True,True,True
26994,5531.13,10,25.76,65,18.65,11,12.12,9,40.6,8,21.81,4,27.22,76.42,3753.91,5715.54,1137.87,234.44,262.49,260.66,2189.94,956.77,768.19,1119.25,1878.19,108296.87510673399,28207.40783722943,22305.644784672855,5,True,True,True,True
27001,10329.55,7,43.74,122,28.93,3,10.39,4,39.54,9,36.41,3,46.48,121.91,1573.07,6384.61,1359.08,550.25,69.64,294.56,3830.22,426.28,971.54,1876.3,1258.9,87238.01655479024,27792.410512767925,21386.278355647355,5,True,True,True,True
26998,7197.54,12,36.23,74,14.26,6,33.28,17,48.84,3,27.04,3,11.95,266.88,1029.09,8369.06,360.46,295.71,121.99,557.83,1486.78,953.53,631.97,1597.58,1709.0,76665.54040979271,27719.738422194165,22723.77346903261,5,True,True,True,True
27000,9591.19,10,43.67,83,22.17,10,41.37,11,28.48,4,25.33,1,39.22,375.0,1258.28,2004.94,1085.73,426.34,219.69,468.13,4508.9,1427.1,973.09,1398.63,652.23,91405.61025269845,27915.35561976605,22210.19273028699,5,True,True,True,True
26915,3675.43,5,46.03,32,13.28,5,32.47,20,46.82,2,23.21,1,38.52,82.15,2070.59,1732.17,442.39,567.9,256.31,625.64,4337.1,660.7,260.56,1096.98,1333.1,236549.10178927434,81431.58130346207,83467.61779508549,6,True,True,True,True
27005,12101.24,11,14.43,47,37.07,4,23.51,15,27.45,5,21.74,2,39.51,309.84,2855.42,8743.31,465.41,130.54,107.67,429.62,2902.86,466.97,204.56,1855.39,940.88,43016.30739564436,26700.98469933842,21322.828290604895,5,True,True,True,True
27004,8724.76,7,25.27,23,45.16,9,21.83,15,47.3,8,49.91,2,49.91,290.72,2605.4,3925.96,1238.74,139.87,100.0,642.39,2370.24,393.85,695.94,1486.86,1659.77,93352.61680309087,25981.187636080183,20667.795956302183,5,True,True,True,True
